GP-Nr;PLZ;Ort;Kanton;WärmePumpe; PV;PV-Leistung in kWp ;Batterie/Speicher;Ladestation für Elektrofahrzeuge;Wärmepumpenboiler;Datum Unterschrift;geplanter Baustart;Übergabe;InBetrieb-Datum;InBetrieb-Datum bezieht sich auf
215676;4852;Rothrist;AG;x;-;;-;-;-;17.07.2022;10.07.2023;28.08.2023;;
215697;5742;Kölliken;AG;-;x;;x;-;-;20.07.2022;Q2 2023;25.10.2023;27.09.2023;PV + Batterie
694753;5620;Bremgarten AG;AG;-;-;;-;x;-;21.07.2022;Ende Sept;-;;
215731;5430;Wettingen;AG;-;x;;x;-;-;23.07.2022;12.06.2023;;24.08.2023;PV + Batterie
745424;5027;Herznach;AG;;x;;x;;;26.07.2022;01.08.2023;;05.06.2023;PV + Batterie
;4323;Wallbach;AG;-;-;;-;-;-;26.07.2022;;;;
741214;4312;Magden;AG;-;-;;x;-;-;29.07.2022;Q4 / 2022;;;
174453;5706;Boniswil;AG;-;x;;x;-;-;01.08.2022;01.04.2023;11.05.2023;18.04.2023;PV + Batterie
748404;5614;Sarmenstorf;AG;-;-;;-;x;;02.08.2022;15.09.2022/ 31.10.2022;-;27.09.2021;EV-Ladestation
729283;4332;Stein AG;AG;-;x;;x;-;-;02.08.2022;31.10.2022;;02.06.2021;PV + Batterie
593014;5236;Remigen;AG;-;-;;-;x;-;04.08.2022;;;20.09.2022;EV-Ladestation
215929;5724;Dürrenäsch;AG;-;x;;-;-;-;05.08.2022;Q2 /23 ;31.08.2023;28.07.2023;PV
750496;4315;Zuzgen;AG;-;x;;-;x;-;05.08.2022;07.08.2023;;12.09.2023;PV + EV-Ladestation
692971;5244;Birrhard;AG;x;-;;-;;;06.08.2022;01.09.2023;30.10.2023;15.09.2023;Wärmepumpe
143664;4312;Magden;AG;-;x;;x;x;-;07.08.2022;19.06.2023;29.03.2023;02.02.2023;PV + Batterie + EV-Ladestation
900686;5036;Oberentfelden;AG;-;x;;x;-;-;07.08.2022;KW 12 / 23;;;
889825;5620;Bremgarten AG;AG;;x;;x;;;08.08.2022;01.05.2023;;;
596391;5116;Schinznach Bad;AG;x;x;;-;x;-;08.08.2022;Frühling 2023;12.04.2023;08.03.2023;Wärmepumpe + PV + EV-Ladestation
215962;5210;Windisch;AG;x;-;;-;-;-;09.08.2022;Frühling 2023;;15.05.2023;Wärmepumpe
216063;5024;Küttigen;AG;-;x;;-;-;-;15.08.2022;01.05.2023;05.06.2023;;
697435;5425;Schneisingen;AG;-;x;;x;x;-;15.08.2022;Sommer 2023;23.10.2023;14.09.2023;PV + Batterie + EV-Ladestation
572761;8966;Oberwil-Lieli;AG;-;-;;-;x;-;16.08.2022;KW34;;25.10.2018;EV-Ladestation
135287;4333;Münchwilen AG;AG;-;-;;x;-;-;18.08.2022;Q1/23;;15.10.2019;Batterie
;4800;Zofingen;AG;;x;;;;;19.08.2022;;;;
112352;5105;Auenstein;AG;-;-;;-;x;-;21.08.2022;Sofort ;-;;
900596;5034;Suhr;AG;x;x;;x;-;-;21.08.2022;Sommer 2023;;27.03.2023;Wärmepumpe + PV + Batterie
216226;5014;Gretzenbach;SO;x;x;;;;;23.08.2022;Sommer 2023;;30.08.2023;Wärmepumpe + PV
216213;4657;Dulliken;SO;-;-;;x;-;-;25.08.2022;01.08.2023;;05.05.2023;Batterie
216237;5610;Wohlen AG;AG;x;x;;x;-;-;29.08.2022;Q1 2023;;22.03.2023;Wärmepumpe + PV + Batterie
709624;5113;Holderbank AG;AG;-;x;;-;;;30.08.2022;24.07.2023;11.09.2023;02.08.2023;PV
584301;8966;Oberwil-Lieli;AG;-;-;;x;-;-;02.09.2022;-;-;21.04.2021;Batterie
;8966;Oberwil-Lieli;AG;-;-;;x;-;-;02.09.2022;-;-;;
216373;8956;Killwangen;AG;-;x;;-;-;-;03.09.2022;01.08.2023;;;
596313;4852;Rothrist;AG;-;x;;x;-;-;03.09.2022;01.04.2023;;22.12.2022;PV + Batterie
900694;5408;Ennetbaden;AG;-;x;;x;x;-;04.09.2022;01.08.2023;20.10.2023;30.09.2023;PV + Batterie + EV-Ladestation
146018;4324;Obermumpf;AG;x;x;;x;x;-;04.09.2022;19.06.2023;17.10.2023;07.07.2023;Wärmepumpe + PV + Batterie + EV-Ladestation
573525;5024;Küttigen;AG;-;-;;x;-;-;05.09.2022;Q2/2023;;;
695851;5452;Oberrohrdorf;AG;-;x;;x;-;-;05.09.2022;01.06.2023;20.11.2023;05.06.2023;PV + Batterie
596641;4464;Maisprach;BL;x;x;;x;-;-;06.09.2022;16.06.2023;29.09.2023;13.06.2023;Wärmepumpe + PV + Batterie
699307;5316;Leuggern;AG;x;-;;-;-;-;08.09.2022;01.04.2023;;;
694334;4323;Wallbach;AG;;x;;;;;10.09.2022;04.08.2023;19.10.2023;;
722853;4315;Zuzgen;AG;-;x;;x;x;-;10.09.2022;02.10.2023;23.11.2024;23.10.2023;PV + Batterie + EV-Ladestation
704806;4316;Hellikon;AG;-;x;;-;-;-;11.09.2022;01.01.2023;05.04.2023;20.12.2022;PV
870024;5300;Turgi;AG;;x;12.18;x;;;15.09.2022;01.09.2023;;;
213113;4653;Obergösgen;SO;-;-;;x;-;;15.09.2022;01.10.2023;20.10.2023;02.11.2022;Batterie
573527;5036;Oberentfelden;AG;x;;;;;;15.09.2022;Sommer 2023;;;
586106;5000;Aarau;AG;-;-;;x;-;-;16.09.2022;01.12.2023;-;18.05.2021;Batterie
183539;4323;Wallbach;AG;-;-;;-;x;-;16.09.2022;01.10.2022;;03.05.2023;EV-Ladestation
596560;4663;Aarburg;AG;x;x;;x;;;16.09.2022;17.07.2023;08.09.2023;27.07.2023;Wärmepumpe + PV + Batterie
900825;5430;Wettingen;AG;x;x;;x;-;-;17.09.2022;Q3/2023;20.12.2023;21.07.2023;Wärmepumpe + PV + Batterie
216692;5014;Gretzenbach;SO;-;x;;x;-;-;18.09.2022;11.09.2023;08.12.2023;08.12.2023;PV + Batterie
215962;5210;Windisch;AG;;x;;x;x;;18.09.2022;Q1 / 2024;;15.05.2023;PV + Batterie + EV-Ladestation
900899;4800;Zofingen;AG;x;x;32.8;x;-;-;19.09.2022;24.07.2023;08.12.2023;;
183539;4323;Wallbach;AG;-;x;;x;-;-;19.09.2022;01.04.2023;13.07.2023;03.05.2023;PV + Batterie
902830;5032;Aarau Rohr;AG;-;-;;-;-;-;20.09.2022;Q1/2023;;;
579972;5036;Oberentfelden;AG;-;x;;x;-;-;21.09.2022;04.09.2023;11.12.2023;13.11.2023;PV + Batterie
153783;5619;Uezwil;AG;;x;;x;-;-;24.09.2022;Q3/2023;21.11.2023;21.09.2022;PV + Batterie
593329;5200;Brugg AG;AG;x;x;12.45;x;-;-;25.09.2022;01.11.2023;;22.09.2023;Wärmepumpe + PV + Batterie
712273;4313;Möhlin;AG;-;-;;x;-;x;25.09.2022;Q4/2022;;23.08.2021;Batterie + Wärmepumpenboiler
694569;5452;Oberrohrdorf;AG;-;x;;x;-;-;29.09.2022;25.09.2023;08.11.2023;;
713894;4323;Wallbach;AG;-;x;;-;-;-;29.09.2022;08.03.2023;07.09.2023;11.08.2023;PV
900555;5210;Windisch;AG;-;x;;x;-;-;01.10.2022;06.09.2023;16.10.2023;21.09.2023;PV + Batterie
179215;5607;Hägglingen;AG;x;x;;-;-;-;03.10.2022;01.04.2023;;01.09.2023;Wärmepumpe + PV
727423;4325;Schupfart;AG;-;-;;x;-;-;04.10.2022;01.11.2023;-;28.05.2020;Batterie
575102;4654;Lostorf;SO;-;-;;x;-;-;06.10.2022;23.10.2023;-;23.04.2020;Batterie
718990;5027;Herznach;AG;x;x;14.45;x;-;-;10.10.2022;30.10.2023;27.02.2024;30.10.2023;Wärmepumpe + PV + Batterie
120135;4313;Möhlin;AG;-;x;13.2;x;-;-;11.10.2022;01.10.2023;;01.11.2023;PV + Batterie
214910;4800;Zofingen;AG;-;-;;-;x;;12.10.2022;20.10.2022;14.12.2022;14.12.2022;EV-Ladestation
893520;4313;Möhlin;AG;;x;13.6;x;;;13.10.2022;01.10.2023;;03.11.2023;PV + Batterie
594950;5103;Möriken AG;AG;;x;20.54;x;-;-;15.10.2022;01.08.2023;;25.07.2023;PV + Batterie
901752;4803;Vordemwald;AG;-;x;;x;-;-;19.10.2022;KW 33/23;19.12.2023;11.12.2023;PV + Batterie
216151;8966;Oberwil-Lieli;AG;-;x;;x;-;-;19.10.2022;Sommer 2023;;;
900418;4663;Aarburg;AG;-;x;21.44;x;-;-;20.10.2022;KW 25/23;;19.12.2023;PV + Batterie
104987;4322;Mumpf;AG;;x;16.61;x;;;21.10.2022;Q4 2023;;03.11.2023;PV + Batterie
903240;5034;Suhr;AG;;x;;x;;;22.10.2022;02.10.2023;15.12.2023;03.11.2023;PV + Batterie
785596;5622;Waltenschwil;AG;x;x;12.75;x;x;;24.10.2022;06.12.2023;07.05.2024;29.09.2023;Wärmepumpe + PV + Batterie + EV-Ladestation
149164;5600;Ammerswil AG;AG;x;x;;x;;;27.10.2022;Q4 / 2023;;06.12.2023;Wärmepumpe + PV + Batterie
130747;5622;Waltenschwil;AG;x;;;;;;28.10.2022;24.07.2023;18.09.2023;;
573469;5032;Aarau Rohr;AG;-;-;;x;-;-;29.10.2022;-;-;03.05.2019;Batterie
118639;5607;Hägglingen;AG;;x;30.88;x;x;;31.10.2022;04.12.2023;28.08.2024;04.07.2024;PV + Batterie + EV-Ladestation
120137;4313;Möhlin;AG;;x;13.6;x;;;31.10.2022;01.10.2023;;01.11.2023;PV + Batterie
902362;5430;Wettingen;AG;x;-;;-;-;-;01.11.2022;01.04.2023;;;
584301;8966;Oberwil-Lieli;AG;-;-;;x;-;-;03.11.2022;07.11.2023;-;21.04.2021;Batterie
579508;5032;Aarau Rohr;AG;-;x;;-;-;-;04.11.2022;Sommer / Spätsommer 2023;;27.04.2020;PV
149072;5706;Boniswil;AG;;x;;x;;;04.11.2022;Juni / Juli 23;16.11.2023;;
692466;8962;Bergdietikon;AG;;x;13.17;x;;;05.11.2022;Q4 2023;;;
217735;8964;Rudolfstetten;AG;-;x;;x;-;-;07.11.2022;13.11.2023;18.12.2023;08.12.2023;PV + Batterie
734481;5600;Ammerswil AG;AG;;x;;x;;;09.11.2022;27.11.2023;;14.12.2023;PV + Batterie
901251;5432;Neuenhof;AG;-;x;;x;x;-;09.11.2022;01.10.2023;19.12.2023;23.11.2023;PV + Batterie + EV-Ladestation
720808;4325;Schupfart;AG;;x;;;;;10.11.2022;Q4 2023;;10.08.2023;PV
901260;5024;Küttigen;AG;-;x;;x;-;-;11.11.2022;10.07.2023;;21.11.2023;PV + Batterie
212714;4665;Oftringen;AG;-;-;;-;x;-;12.11.2022;baldmöglichst ;19.12.2022;08.06.2022;EV-Ladestation
692112;8962;Bergdietikon;AG;-;-;;-;-;-;15.11.2022;baldmöglichst ;;;
710804;4312;Magden;AG;-;x;;x;-;-;15.11.2022;01.08.2023;;10.08.2023;PV + Batterie
176260;5452;Oberrohrdorf;AG;x;x;;x;-;-;16.11.2022;28.08.2023;11.12.2023;21.09.2023;Wärmepumpe + PV + Batterie
575120;5062;Oberhof;AG;-;x;21.6;x;x;-;17.11.2022;Herbst 2023;;23.10.2019;PV + Batterie + EV-Ladestation
575120;5062;Oberhof;AG;-;-;;x;-;-;17.11.2022;15.03.2023;06.11.2023;23.10.2019;Batterie
571675;4805;Brittnau;AG;x;-;;-;-;-;17.11.2022;01.09.2023;04.10.2023;31.08.2023;Wärmepumpe
790904;5506;Mägenwil;AG;;x;;x;x;;18.11.2022;01.10.2023;07.11.2023;16.03.2023;PV + Batterie + EV-Ladestation
821253;4303;Kaiseraugst;AG;x;x;;x;;;21.11.2022;01.09.2023;23.10.2023;08.08.2023;Wärmepumpe + PV + Batterie
698929;5605;Dottikon;AG;x;x;17.38;x;;;23.11.2022;02.01.1900;05.02.2024;15.12.2023;Wärmepumpe + PV + Batterie
702016;4313;Möhlin;AG;;x;;;;;23.11.2022;24.07.2023;02.10.2023;;
703035;5443;Niederrohrdorf;AG;x;;;;;;23.11.2022;01.09.2023;25.10.2023;04.09.2023;Wärmepumpe
592509;5034;Suhr;AG;-;-;;x;-;-;24.11.2022;15.03.2023;-;21.09.2021;Batterie
213711;5024;Küttigen;AG;-;-;;x;-;-;24.11.2022;01.06.2023;-;17.05.2022;Batterie
218254;5417;Untersiggenthal;AG;x;;;;x;;27.11.2022;11.08.2023;;;
166661;5626;Hermetschwil-Staffeln;AG;x;x;9.35;x;x;;03.12.2022;25.09.2023;27.03.2024;05.10.2023;Wärmepumpe + PV + Batterie + EV-Ladestation
714621;5107;Schinznach Dorf;AG;-;-;;x;-;-;03.12.2022;;24.06.2024;17.12.2020;Batterie
696579;5605;Dottikon;AG;-;x;10.2;x;;;06.12.2022;01.01.2024;23.01.2024;12.01.2024;PV + Batterie
903068;5620;Bremgarten AG;AG;;x;;x;x;;06.12.2022;01.09.2023;;08.11.2023;PV + Batterie + EV-Ladestation
901606;5073;Gipf-Oberfrick;AG;;x;;x;x;;07.12.2022;09.10.2023;;11.08.2023;PV + Batterie + EV-Ladestation
821258;4303;Kaiseraugst;AG;-;-;;-;x;-;10.12.2022;20.06.2023;;09.05.2023;EV-Ladestation
902353;4657;Dulliken;SO;;x;20.4;x;;;11.12.2022;25.09.2023;11.01.2024;20.12.2023;PV + Batterie
885322;4313;Möhlin;AG;;x;;x;;;11.12.2022;01.09.2023;;01.09.2023;PV + Batterie
805535;4313;Möhlin;AG;-;x;7.9;x;;;12.12.2022;Q1/2024 oder wenn möglich früher;;02.02.2024;PV + Batterie
805537;4313;Möhlin;AG;-;x;7.9;x;;;12.12.2022;Q1/2024 oder wenn möglich früher;;02.02.2024;PV + Batterie
743047;4303;Kaiseraugst;AG;;x;;x;;;12.12.2022;KW44 / 23;15.12.2023;10.08.2023;PV + Batterie
731568;4313;Möhlin;AG;-;x;18.7;x;;;14.12.2022;Q1 / 2024;03.04.2024;12.01.2024;PV + Batterie
722394;4323;Wallbach;AG;-;x;19.57;x;-;-;16.12.2022;Q1 2024;;12.01.2024;PV + Batterie
732662;4323;Wallbach;AG;-;x;;x;-;-;19.12.2022;Q3 2023;;11.08.2023;PV + Batterie
883062;4312;Magden;AG;-;-;;-;x;-;21.12.2022;01.02.2023;;;
190040 / 750463;5504;Othmarsingen;AG;x;-;;-;-;-;21.12.2022;Q3/2023;10.11.2023;21.09.2023;Wärmepumpe
902831;8957;Spreitenbach;AG;x;-;;-;-;-;21.12.2022;;;;
138849;5605;Dottikon;AG;-;x;22.1;x;x;-;22.12.2022;Q1 / 2024;22.01.2024;09.01.2024;PV + Batterie + EV-Ladestation
732821;4323;Wallbach;AG;-;x;17.63;x;-;-;01.01.2023;Q1 2024;;22.11.2023;PV + Batterie
874661;5106;Veltheim AG;AG;-;x;19.6;x;-;-;04.01.2023;Q1 2024;;18.04.2024;PV + Batterie
104479;8962;Bergdietikon;AG;-;x;11.48;x;;;08.01.2023;02.04.2024;13.05.2024;15.04.2024;PV + Batterie
218646;4310;Rheinfelden;AG;-;x;12.71;x;-;-;09.01.2023;15.01.2024;29.02.2024;12.01.2024;PV + Batterie
155497;5108;Oberflachs;AG;;x;26.1;x;;;10.01.2023;25.04.2024;19.11.2024;26.07.2024;PV + Batterie
218749;5600;Lenzburg;AG;;x;31.98;x;;;11.01.2023;KW 48 /23;24.01.2024;15.12.2023;PV + Batterie
741910;4313;Möhlin;AG;;x;23.78;x;;;11.01.2023;KW48 2023;;03.11.2023;PV + Batterie
708823;5316;Leuggern;AG;-;x;10.08;x;-;-;12.01.2023;29.01.2024;12.03.2024;15.02.2024;PV + Batterie
692971;5244;Birrhard;AG;x;-;;-;;;12.01.2023;01.08.2023;30.10.2023;15.09.2023;Wärmepumpe
707045;4312;Magden;AG;x;x;;x;-;-;12.01.2023;11.03.2024;16.04.2024;12.01.2024;Wärmepumpe + PV + Batterie
878846;5506;Mägenwil;AG;;x;;;;;13.01.2023;03.11.2023;14.12.2023;01.12.2023;PV
150951;5506;Mägenwil;AG;-;x;;-;-;-;22.01.2023;06.11.2023;14.12.2023;13.11.2023;PV
218940;5058;Wiliberg;AG;-;x;;x;-;-;24.01.2023;04.12.2023;14.03.2024;07.12.2024;PV + Batterie
716735;5443;Niederrohrdorf;AG;-;-;;x;-;-;25.01.2023;;;;
219030;8965;Berikon;AG;-;x;;x;-;-;28.01.2023;13,3,24;27.05.2024;22.04.2024;PV + Batterie
692126;8962;Bergdietikon;AG;-;x;;x;-;-;28.01.2023;18.03.2024;13.05.2024;03.04.2024;PV + Batterie
596361;5242;Lupfig;AG;-;x;;-;-;-;29.01.2023;27.03.2024;13.06.2024;15.12.2022;PV
749429;5616;Meisterschwanden;AG;-;-;;x;-;-;05.02.2023;01.06.2023;;;
219195;5000;Aarau;AG;-;x;;x;-;-;06.02.2023;20.11.2023;16.01.2024;19.12.2023;PV + Batterie
118168;5607;Hägglingen;AG;-;x;;x;-;-;16.02.2023;Q2/2024;13.08.2024;01.05.2024;PV + Batterie
697496;5616;Meisterschwanden;AG;;x;;x;x;;16.02.2023;Q1/2024;25.09.2024;07.02.2024;PV + Batterie + EV-Ladestation
219355;5222;Umiken;AG;x;x;;;;;20.02.2023;25.03.2024;24,6,24;20.10.2023;Wärmepumpe + PV
164222;8962;Bergdietikon;AG;-;-;;x;-;-;22.02.2023;27.06.2023;-;;
590142;5000;Aarau;AG;-;x;;x;-;-;23.02.2023;20.11.2023;05.12.2023;08.11.2023;PV + Batterie
590142;5000;Aarau;AG;-;x;;x;-;-;23.02.2023;01.07.2023;05.12.2023;08.11.2023;PV + Batterie
751403;5105;Auenstein;AG;x;x;;-;-;-;27.02.2023;Frühilng 2023;;21.11.2023;Wärmepumpe + PV
219690;4800;Zofingen;AG;x;x;;x;x;-;28.02.2023;11.09.2023;;19.12.2023;Wärmepumpe + PV + Batterie + EV-Ladestation
745959;5105;Auenstein;AG;x;x;;x;-;-;02.03.2023;21.04.2023;;10.01.2024;Wärmepumpe + PV + Batterie
161857;4324;Obermumpf;AG;-;x;;-;x;-;03.03.2023;22.01.2024;04.03.2024;29.01.2024;PV + EV-Ladestation
731681;5106;Veltheim AG;AG;-;x;;x;-;-;03.03.2023;Q2/2024;01.07.2024;31.05.2024;PV + Batterie
132315;4312;Magden;AG;-;x;;x;-;-;04.03.2023;05.02.2024;21.03.2023;12.01.2024;PV + Batterie
219735;5018;Erlinsbach;AG;-;x;;x;;;05.03.2023;08.04.2024;03.06.2024;23.04.2024;PV + Batterie
131858;5443;Niederrohrdorf;AG;-;x;;x;-;-;08.03.2023;Q1/2024;20.11.2024;12.08.2024;PV + Batterie
752093;4303;Kaiseraugst;AG;-;x;;x;-;-;10.03.2023;KW 5 2024;;12.01.2024;PV + Batterie
720260;4312;Magden;AG;-;x;;x;-;-;15.03.2023;Q2/2024;;05.06.2024;PV + Batterie
126001;4312;Magden;AG;-;x;;x;-;-;15.03.2023;KW 5 / 2024;;;
739616;4813;Uerkheim;AG;-;x;;-;x;-;19.03.2023;15.01.2024;11.04.2024;11.05.2021;PV + EV-Ladestation
902793;5210;Windisch;AG;x;-;;-;-;-;20.03.2023;Q3/2023;26.10.2023;28.09.2023;Wärmepumpe
745415;5074;Eiken;AG;-;x;;x;-;-;20.03.2023;Q4/2023;09.04.2024;20.12.2023;PV + Batterie
175514;5313;Klingnau;AG;-;x;;x;-;-;27.03.2023;Q2/2024;19.08.2024;02.07.2024;PV + Batterie
727027;5225;Bözberg;AG;-;x;;x;-;-;28.03.2023;11.04.2024;17.06.2024;17.06.2024;PV + Batterie
220346;5018;Erlinsbach;AG;x;;;;;;31.03.2023;Q2/2024;27.08.2024;07.06.2024;Wärmepumpe
700296;4310;Rheinfelden;AG;x;x;;x;-;-;02.04.2023;12.02.2024;04.04.2024;03.04.2024;Wärmepumpe + PV + Batterie
904943;5024;Küttigen;AG;-;x;;x;x;-;03.04.2023;Q1/2024;19.03.2024;02.08.2023;PV + Batterie + EV-Ladestation
785360;5622;Waltenschwil;AG;-;-;;-;x;-;05.04.2023;Q2/2023;-;29.10.2020;EV-Ladestation
220402;5000;Aarau;AG;-;x;;x;-;-;05.04.2023;Q1 / 2024;;;
159313;4805;Brittnau;AG;-;x;;x;-;-;05.04.2023;Frühling 2024;;20.03.2024;PV + Batterie
806207;5225;Bözberg;AG;-;-;;-;x;-;06.04.2023;20.11.2023;02.10.2023;20.10.2021;EV-Ladestation
144863;5105;Auenstein;AG;-;x;;x;-;-;06.04.2023;Q1 / 2024;;06.04.2024;PV + Batterie
868747;5102;Rupperswil;AG;-;x;;x;-;-;08.04.2023;KW 4 / 24;23.02.2024;01.02.2024;PV + Batterie
596561;5430;Wettingen;AG;x;x;;x;-;-;11.04.2023;Q2/2024;21.06.2024;22.09.2023;Wärmepumpe + PV + Batterie
590142;5000;Aarau;AG;-;-;;x;-;-;12.04.2023;01.11.2023;-;;
166831;5725;Leutwil;AG;-;x;;x;x;-;13.04.2023;Q2/2024;25.06.2024;11.06.2024;PV + Batterie + EV-Ladestation
797810;5616;Meisterschwanden;AG;-;x;;-;-;-;14.04.2023;01.05.2024;17.06.2024;17.07.2024;PV
595990;5033;Buchs AG;AG;-;-;;x;-;-;15.04.2023;10.05.2023;24.05.2023;21.10.2022;Batterie
559868;5036;Oberentfelden;AG;-;x;;x;-;-;16.04.2023;Q1/2024;22.04.2024;07.03.2024;PV + Batterie
109520;4313;Möhlin;AG;-;-;;-;-;-;17.04.2023;;-;;
585660;4322;Mumpf;AG;-;x;;-;-;-;18.04.2023;13.06.2024;27.09.2024;14.03.2024;PV
904069;8905;Arni AG;AG;-;x;;-;-;-;21.04.2023;01.04.2024;;25.06.2024;PV
127600;5235;Rüfenach AG;AG;-;-;;x;-;-;26.04.2023;Q2 2023;;14.12.2022;Batterie
220642;5200;Brugg AG;AG;x;-;;-;-;-;26.04.2023;01.10.2023;04.12.2023;;
785007;5622;Waltenschwil;AG;-;-;;-;x;-;02.05.2023;01.03.2024;-;09.05.2019;EV-Ladestation
556837;5236;Remigen;AG;;x;;x;-;;02.05.2023;01.03.2024;03.05.2024;26.03.2024;PV + Batterie
812506;5506;Mägenwil;AG;-;x;;x;-;-;04.05.2023;Q1/2024;18.06.2024;22.03.2024;PV + Batterie
735427;4315;Zuzgen;AG;-;x;;x;-;-;08.05.2023;25.03.2024;16.05.2024;04.03.2024;PV + Batterie
718990;5027;Herznach;AG;-;-;;-;x;-;10.05.2023;Q2/2024;27.02.2024;02.02.2024;EV-Ladestation
736207;5078;Effingen;AG;-;x;;x;-;-;13.05.2023;03.06.2024;26.07.2024;25.06.2024;PV + Batterie
220966;5018;Erlinsbach;AG;-;x;;x;-;-;14.05.2023;26.02.2024;17.04.2024;10.04.2024;PV + Batterie
594211;5415;Nussbaumen AG;AG;-;-;;x;-;-;17.05.2023;;;19.05.2022;Batterie
184486;5305;Unterendingen;AG;-;x;;x;-;-;17.05.2023;Q2, Q3/2024;;04.07.2024;PV + Batterie
572042;5070;Frick;AG;x;-;;-;-;-;24.05.2023;01.10.2023;;;
186748;5074;Eiken;AG;x;x;;x;-;-;24.05.2023;Q3/23+Q1/24;12.04.2024;03.07.2023;Wärmepumpe + PV + Batterie
723701;5707;Seengen;AG;x;x;;x;x;;30.05.2023;Q3/23+Q1/24;08.05.2024;17.01.2024;Wärmepumpe + PV + Batterie + EV-Ladestation
847273;5620;Bremgarten AG;AG;-;x;14.95;x;-;-;04.06.2023;Q2/2024;10.09.2025;19.07.2024;PV + Batterie
221242;5000;Aarau;AG;-;-;;-;x;-;06.06.2023;13.10.2023;13.10.2023;13.10.2023;EV-Ladestation
215731;5430;Wettingen;AG;-;x;;x;-;-;10.06.2023;12.06.2023;27.09.2023;24.08.2023;PV + Batterie
13217;4324;Obermumpf;AG;-;x;;x;x;-;15.06.2023;01.04.2024;;20.03.2024;PV + Batterie + EV-Ladestation
594379;4333;Münchwilen AG;AG;-;x;;-;-;-;19.06.2023;01.05.2024;06.05.2024;07.02.2024;PV
201264;5076;Bözen;AG;-;x;;x;;;19.06.2023;15.04.2024;08.06.2024;07.05.2024;PV + Batterie
186964;4334;Sisseln AG;AG;-;x;;x;-;-;19.06.2023;02.04.2024;20.05.2024;13.03.2024;PV + Batterie
221051;8954;Geroldswil;ZH;x;x;9.2;x;-;-;21.06.2023;Q2/2024;03.04.2025;03.10.2024;Wärmepumpe + PV + Batterie
904184;4312;Magden;AG;-;x;;x;-;-;21.06.2023;01.06.2024;;13.03.2024;PV + Batterie
725159;4310;Rheinfelden;AG;-;x;;-;-;-;21.06.2023;;;;
715586;4322;Mumpf;AG;-;x;;x;-;-;22.06.2023;01.04.2024;;09.10.2024;PV + Batterie
113592;5106;Veltheim AG;AG;-;x;;x;x;-;26.06.2023;Q2/2024;10.07.2024;28.06.2024;PV + Batterie + EV-Ladestation
717438;5225;Bözberg;AG;;x;;x;-;-;27.06.2023;12:2.24;08.11.2024;28.02.2024;PV + Batterie
867869;5504;Othmarsingen;AG;-;x;;x;x;-;30.06.2023;Q2/2024;08.07.2024;03.07.2024;PV + Batterie + EV-Ladestation
159181;4805;Brittnau;AG;-;x;;;-;;04.07.2023;01.04.2024;07.05.2024;06.05.2024;PV
221660;5607;Hägglingen;AG;-;x;;;-;;04.07.2023;Q2/2024;26.06.2024;31.05.2024;PV
706335;4310;Rheinfelden;AG;-;x;;x;-;;04.07.2023;01.05.2024;13.06.2024;12.06.2024;PV + Batterie
863162;4324;Obermumpf;AG;-;x;;x;-;;04.07.2023;01.05.2024;;14.03.2024;PV + Batterie
107868;5322;Koblenz;AG;-;x;;;-;;05.07.2023;01.07.2024;01.10.2024;06.09.2024;PV
700623;5074;Eiken;AG;-;x;;-;-;;06.07.2023;Q2/2024;24.06.2024;13.03.2024;PV
906818;5000;Aarau;AG;-;x;;x;-;;06.07.2023;Q1.2024;;24.07.2024;PV + Batterie
722764;5620;Bremgarten AG;AG;-;x;;x;-;;07.07.2023;Q2/2024;13.11.2024;08.07.2024;PV + Batterie
221151;5610;Wohlen AG;AG;-;x;;x;x;;12.07.2023;04.03.2024;18.04.2024;05.04.2024;PV + Batterie + EV-Ladestation
596077;5272;Gansingen;AG;-;x;;-;-;;18.07.2023;01.10.2023;26.10.2023;13.10.2023;PV
221251;5507;Mellingen;AG;-;x;;x;-;;20.07.2023;30.10.2023;09.04.2024;20.06.2024;PV + Batterie
222361;3038;Kirchlindach;BE;-;x;;-;-;;21.07.2023;30.05.2024;22.07.2024;14.06.2024;PV
108808;5322;Koblenz;AG;-;x;;x;-;;22.07.2023;10.06.2024;15.07.2024;;
689836;5237;Mönthal;AG;-;x;23.93;;-;;27.07.2023;01.08.2024;;05.11.2024;PV
181978;4323;Wallbach;AG;-;-;;x;-;-;30.07.2023;28.09.2023;;22.09.2022;Batterie
576618;5600;Lenzburg;AG;x;-;;-;-;;01.08.2023;offen;;31.01.2024;Wärmepumpe
221104;5504;Othmarsingen;AG;-;x;26.97;x;-;;03.08.2023;Q3 / 2024;17.02.2025;27.08.2024;PV + Batterie
905318;5024;Küttigen;AG;-;x;;x;-;;06.08.2023;10.06.2024;;;
197257;5426;Lengnau AG;AG;-;x;;x;x;;08.08.2023;01.06.2024;24.10.2024;16.07.2024;PV + Batterie + EV-Ladestation
221163;5000;Aarau;AG;x;x;;x;-;;09.08.2023;WP Nov.23 PV Juni 2024;;08.05.2024;Wärmepumpe + PV + Batterie
855487;4323;Wallbach;AG;-;x;;x;-;;10.08.2023;26.08.2024;17.10.2024;09.08.2024;PV + Batterie
220598;5502;Hunzenschwil;AG;-;x;;x;-;;11.08.2023;01.06.2024;11.07.2024;21.06.2024;PV + Batterie
