gp_nr,mp_id,zpb,anlage,battery_positive,audit_negative,battery_commissioning_date,has_pv_row,has_meter,n_gigi_rows,plz,kanton
859760,174544,CH1011701234500000000000002140494,553888,True,False,2026-01-23,True,True,2,5707,AG
859760,128319,CH1011701234500000000000000554662,372279,True,False,2026-01-23,True,True,2,5707,AG
236888,,,,True,False,2025-05-01,True,False,1,5223,AG
595687,134962,CH1011701234500000000000002137798,550867,True,False,,True,True,1,4310,AG
237118,,,,False,True,,False,False,1,6265,LU
148265,,,,True,False,2025-06-10,True,False,1,4314,AG
227965,,,,True,False,,True,False,1,5073,AG
236992,,,,True,False,2026-01-14,True,False,1,5103,AG
220531,,,,True,False,2025-04-30,False,False,1,5036,AG
236125,,,,False,True,,True,False,1,4322,AG
168512,,,,True,False,2025-07-04,True,False,1,4314,AG
237215,,,,True,False,2025-07-11,True,False,1,5432,AG
748606,162628,CH1011701234500000000000002138187,551340,True,False,,True,True,1,4333,AG
237552,,,,False,True,,False,False,1,4852,AG
237736,,,,True,False,,False,False,1,5062,AG
909494,,,,True,False,,True,False,2,5062,AG
238020,,,,True,False,2025-07-08,True,False,1,5412,AG
237900,,,,False,True,,False,False,1,5623,AG
717797,146811,CH1011701234500000000000002138256,551410,True,False,2025-07-09,True,True,1,4324,AG
579448,,,,False,True,,False,False,1,5603,AG
238234,,,,False,False,,True,False,6,5000,AG
199430,,,,True,False,2025-08-20,True,False,2,4303,AG
238724,,,,False,True,,False,False,1,5033,AG
238140,,,,False,True,,True,False,1,5000,AG
897928,80548,CH1011701234500000000000000533871,413074,False,True,,False,True,1,5733,AG
238871,,,,True,False,2025-10-07,True,False,1,5033,AG
238878,,,,True,False,,True,False,1,5037,AG
878287,147431,CH1011701234500000000000002138970,552182,True,False,,True,True,2,4303,AG
239018,,,,True,False,2025-12-19,True,False,1,5024,AG
239000,,,,True,False,2025-08-11,True,False,1,5420,AG
747439,151842,CH1011701234500000000000002129712,540579,False,True,,False,True,1,5412,AG
191828,156784,CH1011701234500000000000002138801,552010,True,False,,True,True,1,5452,AG
238918,,,,True,False,2025-08-19,True,False,2,5316,AG
239204,,,,True,False,2025-10-03,True,False,2,5012,SO
239315,,,,True,False,2025-10-06,True,False,1,5116,AG
171122,153488,CH1011701234500000000000002138723,551932,True,False,,True,True,1,5745,AG
556799,147428,CH1011701234500000000000002139063,552313,True,False,,True,True,1,5113,AG
227805,,,,False,True,,False,False,1,5200,AG
240050,,,,False,True,,False,False,1,5415,AG
721906,77253,CH1011701234500000000000000551663,384067,False,False,,False,True,1,4310,AG
177379,157358,CH1011701234500000000000002139768,553123,True,False,,True,True,1,5312,AG
240158,,,,True,False,2025-11-19,True,False,1,5103,AG
240366,,,,False,False,,False,False,1,5035,AG
240425,,,,True,False,2025-11-04,True,False,1,5712,AG
740863,56950,CH1011701234500000000000002102217,517875,True,False,2025-10-14,False,True,1,5727,AG
240458,,,,True,False,,True,False,1,5303,AG
240781,,,,True,False,2025-11-07,True,False,1,5722,AG
751215,135917,CH1011701234500000000000000603831,475283,True,False,,True,True,1,5107,AG
240903,,,,False,False,,False,False,1,5033,AG
241448,,,,True,False,2025-11-28,True,False,1,5080,AG
241353,,,,False,False,,False,False,1,5064,AG
186983,,,,True,False,,True,False,1,4334,AG
241564,,,,True,False,,True,False,2,5725,AG
241633,,,,True,False,2026-05-13,True,False,1,5102,AG
175560,159232,CH1011701234500000000000002140577,553971,True,False,,True,True,1,5313,AG
227509,27195,CH1011701234500000000000000510706,407551,False,False,,False,True,1,5113,AG
688436,136761,CH1011701234500000000000002093046,505065,False,False,,True,True,1,5620,AG
688436,171608,CH1011701234500000000000002140970,554419,False,False,,True,True,1,5620,AG
688436,157121,CH1011701234500000000000000534290,370581,False,False,,True,True,1,5620,AG
241981,,,,True,False,2026-03-19,True,False,1,5436,AG
920024,,,,True,False,,True,False,1,5603,AG
133710,161473,CH1011701234500000000000002140941,554390,True,False,2026-03-05,True,True,1,5726,AG
242130,,,,True,False,2026-04-24,True,False,2,5210,AG
890111,164080,CH1011701234500000000000002141051,554503,True,False,,True,True,1,5235,AG
813191,164084,CH1011701234500000000000002140704,554116,True,False,2026-04-02,True,True,1,5107,AG
920030,,,,True,False,,True,False,1,5043,AG
229434,,,,True,False,,True,False,1,5430,AG
920045,,,,True,False,,True,False,1,5436,AG
920044,,,,True,False,,True,False,1,5242,AG
118160,162401,CH1011701234500000000000002140664,554075,True,False,,True,True,1,5607,AG
920055,,,,True,False,,True,False,1,5200,AG
920058,,,,False,False,,True,False,1,5430,AG
920061,,,,True,False,2026-04-10,True,False,1,8965,AG
718040,170236,CH1011701234500000000000002141261,554705,True,False,,True,True,1,4324,AG
920062,,,,True,False,2026-04-02,True,False,1,4334,AG
165295,145883,CH1011701234500000000000000515499,405932,True,False,,True,True,1,4313,AG
739178,48183,CH1011701234500000000000000582386,349959,False,False,,False,True,1,5105,AG
885769,160725,CH1011701234500000000000002141250,554694,True,False,,True,True,1,4313,AG
241341,27352,CH1011701234500000000000000534828,350703,False,False,,False,True,1,5625,AG
920084,,,,True,False,,True,False,1,5014,SO
920091,,,,False,False,,False,False,1,5034,AG
194098,107115,CH1011701234500000000000000589652,372084,False,False,,False,True,1,5504,AG
243997,,,,False,False,,False,False,1,5015,SO
157583,,,,True,False,,True,False,1,5272,AG
723966,167230,CH1011701234500000000000002141788,555270,True,False,2026-04-17,True,True,1,5235,AG
920106,,,,False,False,,False,False,1,5406,AG
151081,101299,CH1011701234500000000000002104889,520579,True,False,,False,True,1,4310,AG
151081,101298,CH1011701234500000000000002103702,519385,True,False,,False,True,1,4310,AG
734540,162821,CH1011701234500000000000002141813,555296,True,False,,True,True,1,8962,AG
920105,,,,True,False,2026-05-20,True,False,1,4616,SO
920129,,,,True,False,2026-04-30,True,False,2,5453,AG
920131,,,,True,False,,False,False,1,4653,SO
21264,,,,False,False,,False,False,1,4303,AG
920132,,,,True,False,,True,False,1,5022,AG
920135,,,,True,False,,True,False,2,5503,AG
920134,,,,True,False,,True,False,1,5742,AG
920150,,,,True,False,,True,False,1,5034,AG
920153,,,,False,False,,False,False,1,5103,AG
830617,,,,True,False,,True,False,1,5616,AG
920155,,,,True,False,,True,False,2,5012,SO
920162,,,,False,False,,False,False,1,5012,SO
920175,,,,True,False,,False,False,1,5222,AG
724118,48901,CH1011701234500000000000000586489,387079,True,False,,True,True,1,5745,AG
132812,28930,CH1011701234500000000000000600194,471465,True,False,,True,True,1,5726,AG
709084,139881,CH1011701234500000000000000529100,416738,False,False,,False,True,1,5316,AG
223251,,,,True,False,,False,False,1,4852,AG
742207,59944,CH1011701234500000000000002102576,518240,False,False,,False,True,1,5106,AG
742207,59424,CH1011701234500000000000000531793,352741,False,False,,False,True,1,5106,AG
920211,,,,True,False,,True,False,1,4410,BL
553924,,,,False,False,,False,False,1,5074,AG
920213,,,,True,False,,True,False,1,5600,AG
246881,,,,False,False,,False,False,1,5444,AG
920227,,,,False,False,,False,False,1,8965,AG
920225,,,,True,False,,True,False,1,5722,AG
115673,128897,CH1011701234500000000000000592271,463243,False,False,,False,True,1,4317,AG
115673,128853,CH1011701234500000000000000557931,361098,False,False,,False,True,1,4317,AG
920234,,,,True,False,,True,False,1,5610,AG
745464,134060,CH1011701234500000000000000523844,355066,True,False,,True,True,1,4317,AG
920240,,,,True,False,,True,False,1,5637,AG
710570,174310,CH1011701234500000000000002143546,557117,True,False,,True,True,1,5070,AG
710570,163457,CH1011701234500000000000000578499,455265,True,False,,True,True,1,5070,AG
185674,46968,CH1011701234500000000000000578101,425237,False,False,,False,True,1,5330,AG
185674,46967,CH1011701234500000000000000522315,425234,False,False,,False,True,1,5330,AG
749578,105237,CH1011701234500000000000000544538,368080,True,False,,True,True,1,5504,AG
920242,,,,False,False,,False,False,1,5018,AG
855457,,,,False,False,,False,False,1,4323,AG
920241,,,,True,False,,True,False,1,5200,AG
165585,174543,CH1011701234500000000000002143887,557467,True,False,,True,False,1,5614,AG
165585,169752,CH1011701234500000000000000554414,376976,True,False,,True,False,1,5614,AG
227963,,,,False,False,,True,False,1,5000,AG
881402,135366,CH1011701234500000000000000627546,477633,True,False,,True,True,1,4313,AG
881402,135369,CH1011701234500000000000000627549,477636,True,False,,True,True,1,4313,AG
920243,,,,True,False,,False,False,1,5024,AG
867344,164073,CH1011701234500000000000000541136,357963,True,False,,True,True,1,4333,AG
920283,,,,True,False,,False,False,1,4652,SO
920285,,,,True,False,,True,False,1,5210,AG
